Waterbody Lake ID,Waterbody Name,Latitude,Longitude,Sample Date,"Alkalinity, Gran (mg/L CaCO3)",Calcium (mg/L),Chloride (mg/L),"Color, true (TCU)",Conductivity (µS/cm),Dissolved Inorganic Carbon(mg/L),Dissolved Organic Carbon (mg/L),Iron (µg/L),Potassium (mg/L),Magnesium (mg/L),Sodium (mg/L),Ammonia+Ammonium (µg/L),Nitrate+Nitrite (µg/L),Total Kjeldahl Nitrogen (µg/L),pH,Total Phosphorus (µg/L),Reactive Silicate (mg/L),Sulphate (mg/L),Secchi (m)
15-6889-55829,Smye L.,50.37133,-90.3347,24/05/14,6.509,2.359,0.1,126,19.199,1.96,14.5,,0.46,0.682,0.515,18,60,415,6.28,10,2.04,0.55,1.5
17-6007-51793,Wicksteed L.,46.77209,-79.68977,24/05/14,8.689,3.58,0.15,71.7,29.5,2.06,8.8,,0.36,0.956,0.625,16,72,106,6.969,8.199,1.679,3.299,2.2
15-4674-55871,Anishinabi L.,50.41356,-93.45793,25/05/14,40.399,11.4,0.2,9.8,88.599,10,3.399,,0.935,2.899,1.389,4,26,559,7.71,6.7,0.56,2.6,7
17-5577-51311,Bear L.,46.33326,-80.24993,25/05/14,32.399,8.88,2.85,154,81.2,7.98,12.699,,1.05,3.549,2.759,68,12,831,7.299,56,1.459,2.7,0.5
15-5452-56951,Birch L.,51.33225,-92.39913,25/05/14,24.5,8.96,0.15,49.7,53.2,5.94,9.699,,0.575,1.3,0.65,14,18,358,7.25,12.6,1,1.3,2.3
15-5413-55979,Birmingham L.,50.5293,-92.41844,25/05/14,53.799,17,0.22,66.7,108.5,12.4,11.3,,0.92,3.56,1.07,24,102,25,7.49,11.699,1.919,0.8,2
17-5879-50852,Cadden L.,45.90933,-79.86742,25/05/14,5.32,2.439,17.699,42.2,83,1.379,6.099,,0.445,0.562,8.9,12,4,289,6.639,7.599,1.1,3.1,4
17-5942-51055,Clear L.,46.09729,-79.77752,25/05/14,8.259,2.819,0.72,22.899,30.3,1.82,4.299,,0.445,0.94,0.99,12,2,368,7.129,5.799,1.2,4.15,3
15-5210-56629,Confederation L.,51.1578,-92.6793,25/05/14,18.3,8.439,0.16,24.1,54.7,4.839,6.799,,0.63,1.159,0.675,6,42,286,7.12,7.2,0.6,6.4,4.8
17-5788-51912,Cross L.,46.87289,-79.96039,25/05/14,13.8,6.54,0.75,11.699,56.899,3.439,3.2,,0.31,1.87,1.07,8,40,182,7.32,3.799,0.66,10.1,5.5
17-5601-51477,Deer L.,46.47933,-80.21696,25/05/14,17.5,5.639,1.32,75,49.399,4.04,8.599,,0.575,1.97,1.1,22,50,423,7.28,16.699,1.72,3.399,1.7
17-5845-51854,Hangstone L.,46.82766,-79.88849,25/05/14,14.3,5.32,0.51,50.7,43.899,3.64,7.2,,0.24,1.74,0.85,20,30,325,7.25,7.799,1.72,4.049,2.3
15-4977-56626,Joyce L.,51.11853,-93.01539,25/05/14,21.3,6.66,0.17,65.299,45.799,4.5,11.5,,0.615,1.54,0.8,18,8,515,7.25,17,1.04,1,1.9
17-5733-52151,Kokoko L.,47.09346,-80.03568,25/05/14,18.8,6.7,0.18,25.3,50,4.08,5,,0.225,1.53,0.785,10,34,281,7.37,5.7,1.5,5,3.1
15-5036-57231,Mamakwash L.,51.66068,-92.94853,25/05/14,11.699,4.639,0.13,108,31.6,3.259,13,,0.435,1.07,0.765,4,70,394,6.929,12.4,2.259,0.65,1.9
17-5732-51489,Muskosung L.,46.49265,-80.0451,25/05/14,15.8,5.44,0.64,44.2,44.399,3.859,6.799,,0.505,1.59,0.975,16,24,355,7.36,11.5,1.12,3.1,2
15-5001-56935,NL,51.38743,-92.9851,25/05/14,5.41,1.879,0.08,166,16.399,1.439,16.399,,0.49,0.576,0.56,8,52,454,6.059,14.199,2.2,0.55,1
17-6382-51179,"Nosbonsing, L.",46.20477,-79.20486,25/05/14,15.4,4.719,2.509,27.8,50.299,3.24,4.299,,0.9,1.409,1.97,26,28,375,7.37,11.699,2.48,3.95,3.9
15-4613-57020,Nungesser L.,51.46059,-93.66386,25/05/14,15.3,4.719,0.14,63.1,34.6,3.72,9.4,,0.485,1.12,0.92,18,6,350,7.08,14,1.76,0.95,2
15-4526-57073,Pedlar L.,51.52501,-93.68841,25/05/14,13.4,4.059,0.13,62,31.199,3.06,8.5,,0.43,0.938,0.99,8,36,449,7.08,11.199,1.919,1,2.1
15-4304-57399,Pikangikum L.,51.74579,-94.00265,25/05/14,19.6,5.719,0.21,103,42.2,4.82,12,,0.625,1.52,1.01,16,70,471,6.98,22.8,2.299,0.85,1.4
15-5213-56724,Premier L.,51.20083,-92.68964,25/05/14,17.6,7.679,0.15,40.799,50.5,4.459,8,,0.615,1.06,0.645,12,38,329,7.129,9.3,0.72,5.25,2.5
17-5812-51735,Red Cedar L.,46.71297,-79.94082,25/05/14,14,4.9,2,71,45,2.879,8.4,,0.42,1.389,1.87,12,58,168,7.16,8.5,1.439,3.549,1.5
15-5045-56849,Shabu L.,51.30915,-92.93718,25/05/14,14.3,4.74,0.15,64,32.7,3.52,9.9,,0.515,0.984,0.69,12,32,345,6.95,10,1.1,1.05,1.9
17-5947-51034,Stormy L.,46.05596,-79.74986,25/05/14,6.11,2.5,2.71,53.5,32.799,1.3,6.2,,0.525,0.642,2.04,20,96,164,6.769,12,2.04,3.299,2.4
17-5700-52061,"Temagami, L.",46.96297,-80.06447,25/05/14,15.699,7.099,0.84,9.46,60.399,3.6,2.899,,0.32,1.79,1.02,4,58,262,7.32,4.5,0.7,10.699,6.5
15-4784-56717,Trout L.,51.11084,-93.36663,25/05/14,25.8,8.66,0.15,15.9,56.399,6.32,4.599,,0.66,1.679,0.895,12,4,209,7.549,5.599,0.88,1.8,5
17-6290-51301,Trout L.,46.32267,-79.38514,25/05/14,14.8,5.519,15.9,13.699,102,3.439,3.1,,1.139,1.5,8.23,6,146,191,7.309,5.9,1.2,5.25,5.9
15-5290-56555,Uchi L.,51.0673,-92.56331,25/05/14,21.6,7.66,0.14,87.5,46.399,4.58,13.4,,0.53,1.34,0.635,10,48,315,7.19,12,1.22,1.1,1.8
17-5842-51980,Wasaksina L.,46.93409,-79.88792,25/05/14,17.699,5.86,0.19,35.799,47.899,3.98,6.299,,0.225,1.82,0.75,16,26,356,7.36,6.9,1.36,4.4,2.7
17-5748-51919,Aileen L.,46.88356,-80.02183,26/05/14,13.5,5.019,0.18,23.399,43,3.62,4.7,,0.21,1.78,0.735,10,40,241,7.16,7.799,1.6,5.299,4.9
18-3587-49991,Govan L.,45.12956,-76.79819,26/05/14,58,20.6,0.38,21,127,14.3,5.7,,0.745,2.91,0.78,42,2,424,7.879,12.1,1.8,3.799,5.2
18-3808-50183,White L.,45.27876,-76.52396,26/05/14,111,34.899,3.47,19.699,235,27.6,5.599,,1.09,8.91,2.439,16,2,392,8.119,10.3,1.84,4.299,5.8
17-4414-51336,Agnew L.,46.35858,-81.87443,27/05/14,9.359,3.56,0.98,76.599,33.1,2.06,8.3,,0.295,1.03,1.35,14,64,319,6.96,8.5,2.359,3.7,2.5
17-3557-51418,Big Moon L.,46.41504,-82.8769,27/05/14,6.549,2.66,0.24,17.399,23.6,1.6,3.2,,0.22,0.536,0.75,10,80,190,6.91,4.099,1.34,3.75,3.7
15-7020-53669,Blunder L.,48.42407,-90.27114,27/05/14,8.71,3.58,0.36,130,29.6,2.16,14.1,,0.295,1.129,0.84,26,70,498,6.919,14.6,3.04,1.25,1.8
17-3228-51260,Bright L.,46.27329,-83.30304,27/05/14,16.699,5.94,3.89,30.899,60.7,3.799,3.6,,0.59,1.79,2.95,22,34,299,7.519,13.9,0.6,4.9,2.8
18-3369-49845,Buckshot L.,44.99138,-77.0726,27/05/14,26.5,10.3,1.7,36.399,72.099,6.44,5.799,,0.675,1.6,1.56,12,26,363,7.669,5.599,1.7,4.049,4
17-2933-51822,Garden L.,46.76251,-83.70491,27/05/14,8.779,3.56,0.21,65.5,29.199,2.359,7.7,,0.275,0.958,0.785,14,146,311,6.82,6.5,2.779,3.25,3.1
18-3389-49691,Kashwakamak L.,44.86106,-77.0305,27/05/14,40.899,14.9,4.45,20.199,110,9.779,4.299,,0.79,2.459,3.1,12,56,279,7.889,5.4,1.8,4.549,4.2
17-3400-51692,Kirkpatrick L.,46.66515,-83.09517,27/05/14,8.63,3.359,0.25,14.9,27.399,2.62,3.1,,0.175,0.754,0.7,12,76,188,6.96,3.799,1.72,3.35,7.2
17-3525-51387,Matinenda L.,46.34731,-82.93807,27/05/14,6.419,2.56,0.24,14,24.6,1.74,2.899,,0.22,0.666,0.83,8,94,182,6.91,6.2,1.48,3.85,5.5
18-3267-49749,Mazinaw L.,44.91402,-77.19754,27/05/14,20.899,8.32,4.669,27.399,74,5.08,4.799,,0.665,1.51,3.359,10,144,223,7.509,4.4,2.12,4.799,4.5
17-4743-51217,"Panache, L.",46.21743,-81.50315,27/05/14,13.699,5.759,4.889,14.8,67.4,3.2,3.6,,0.61,1.81,3.899,10,46,222,7.33,4.7,1.2,8.3,4.5
17-3810-51468,Quirke L.,46.47223,-82.57086,27/05/14,7.089,15.4,2.379,9.039,121,2.04,2.6,,1.389,1.379,2.18,10,404,156,6.929,2.5,1.179,36.899,8.2
17-3086-52062,Saymo L.,46.98445,-83.52267,27/05/14,9.06,3.399,0.17,19.899,28.8,2.54,4.2,,0.205,0.788,0.71,10,62,221,6.99,3.399,1.48,3.299,7
17-3974-51436,Whiskey L.,46.42127,-82.34292,27/05/14,7.04,12.9,1.81,11.9,99.599,1.919,2.6,,1.159,1.2,1.76,8,324,187,6.969,3.1,1.2,29.3,5.1
15-6578-54141,Bedivere L.,48.84671,-90.85396,28/05/14,10.9,4.179,0.19,80.299,32.299,2.459,11,,0.385,1.08,0.89,28,18,414,7.179,13.1,2.48,1.6,1.8
17-5026-52889,Duncan L.,47.84325,-80.90864,28/05/14,15.8,6.059,0.12,67.2,44.7,4.24,7.5,,0.215,1.379,0.855,28,18,317,7.15,10.1,2.359,3.35,2
17-6010-53265,Larder L.,48.09141,-79.64694,28/05/14,32.299,11,4.44,31.5,105,7.12,5.599,,0.52,3.22,3.879,14,154,248,7.58,8.4,1.879,8.199,3
17-5196-53085,Mistinikon L.,48.01724,-80.74652,28/05/14,17.699,7.16,0.26,76.4,48.1,4.459,9.199,,0.195,1.37,0.84,22,50,347,7.2,9,2.2,3.149,3
17-4773-53267,Muskasenda L.,48.10823,-81.29549,28/05/14,43.2,14.5,0.2,65.9,97.2,9.66,9.4,,0.325,3.02,0.805,28,56,353,7.62,10.6,2.339,3.25,2.5
17-5180-53389,Radisson L.,48.22363,-80.75264,28/05/14,23.199,7.9,0.17,37,59.299,5.4,5.799,,0.23,1.8,0.865,20,96,235,7.44,5.7,1.679,3.35,4
17-5717-53183,Round L.,48.01868,-80.05218,28/05/14,34.5,12.5,6.99,65.5,117,8.82,8.8,,0.775,2.85,5.599,82,178,451,7.57,31.699,2.02,6.65,1
17-5962-53128,St. Anthony L.,47.96606,-79.7116,28/05/14,18.3,5.82,0.25,31.399,48,4.2,6.4,,0.345,1.69,0.935,24,2,323,7.5,8.599,0.6,3.399,2
17-6216-50117,Skeleton L.,45.26722,-79.42167,29/05/14,5.839,3.72,4.519,7.429,48,1.56,1.7,,0.44,0.74,3.18,12,358,118,7,2.7,0.72,5.4,9.5
17-7182-49263,Katchewanooka L.,44.45713,-78.25742,30/05/14,81.7,32.2,9.859,25,211,20,5,,0.97,2.93,6.28,40,126,335,8,8.8,1.52,5.5,4.1
17-6328-49494,"St. John, L.",44.69078,-79.32803,30/05/14,72.2,25.899,7.809,31.399,187,17.5,6.799,,1.159,3.94,5.519,38,4,477,8,15.199,2.399,5.4,0
16-6714-52922,Little Dossier L.,47.76238,-84.7111,29/06/14,12.3,4.08,0.17,29.199,32.899,3.399,4.2,,0.39,0.87,0.8,12,70,245,6.929,5.599,2.12,2.299,4.1
17-5565-51124,Mercer L.,46.16462,-80.25799,10/07/14,14.9,4.78,1.58,84.599,47,3.72,10.3,,0.535,1.8,1.72,4,2,537,7.19,30.6,0.9,2.299,1.4
17-5312-52592,Carmen L.,47.48737,-80.58981,11/07/14,19.6,6.599,0.14,31,53.2,4.28,5.2,,0.28,1.75,1.06,4,2,280,7.57,6,2.58,4.349,3.3
17-5787-52433,Kittson L.,47.34379,-79.94452,13/07/14,8.82,3.24,0.13,44.1,31.5,2.339,6.5,,0.18,1.1,0.905,2,2,361,7.03,6.2,1.48,3.95,3.3
16-7186-51904,Weckstrom L.,46.8272,-84.15093,18/07/14,8.23,3.12,0.32,9.669,28.699,2.1,2.7,,0.48,0.718,0.92,8,136,180,7.04,3.7,2.54,2.85,6.5
17-5852-52035,Driftwood L.,46.9806,-79.87575,30/07/14,22.6,7.36,0.16,56.1,58.899,4.98,8.699,,0.21,2.169,0.725,8,2,383,7.469,6.099,1.159,4.049,2.5
15-4238-55430,Tom L.,50.03659,-94.07097,10/08/14,6.69,2.259,0.24,27.5,21.8,1.28,7.599,,0.29,0.664,0.795,8,2,404,6.889,5.799,1.48,1.95,NA
16-6806-52259,Queminico L.,47.16365,-84.6137,21/08/14,19.132,5.719,0.19,20.529,47.899,4.559,4.5,,0.465,1.58,1.11,10,2,306,7.543,7.2,1.639,3.049,2.6
17-5274-52242,Rodd L.,47.1701,-80.63808,26/08/14,1.85,1.399,0.13,24.797,18.239,0.62,3.899,,0.21,0.526,0.75,6,2,197,6.4,0,0.72,4.25,4
17-4857-47670,Fanshawe L.,43.04118,-81.18016,01/05/15,249,77.4,40.1,28.6,604,58.799,4.299,130,2.58,19,21.199,96,1240,3500,8.359,50.2,0.28,17.3,0.9
17-7170-49371,Lower Buckhorn L.,44.55736,-78.31905,05/05/15,101,33.899,13.5,14.1,251,24.899,5.2,30,1.149,3.54,8.07,20,120,318,8.14,9.099,1.24,6.549,6.6
18-3549-49862,Palmerston L.,45.00769,-76.85536,05/05/15,81.299,24.899,1.659,1.79,174,20.8,3.2,NA,1.04,3.799,1.37,4,46,200,7.9,5.7,1.98,5.349,8.5
17-7257-48946,Rice L.,44.24508,-78.08404,05/05/15,110,38.7,15.8,20.8,274,26.399,5.4,40,1.24,4.019,9.41,24,150,341,8.279,21.199,1.58,6.549,2.9
18-4040-49580,Big Rideau L.,44.73417,-76.23938,06/05/15,91,23.399,9.119,9.269,216,22.899,4,NA,1.33,7.37,5.83,14,28,359,8.06,10,1.5,6.2,8.1
18-3762-49801,Dalhousie L.,44.96013,-76.5744,06/05/15,62,18.399,3.839,24,143,15.199,5.2,60,0.92,3.83,2.71,14,12,314,8.05,9.699,1.439,3.85,3.4
18-4082-49908,Mississippi L.,45.03172,-76.19313,06/05/15,97.799,28.399,5.719,21.1,212,24.1,6.2,40,1.179,6.389,3.81,10,6,367,8.06,11.6,1.379,4.15,4.1
18-3469-50088,Black Donald L.,45.19623,-76.91813,07/05/15,37.2,11.5,3.049,33.5,95.2,9.06,5.4,130,0.84,1.929,2.569,8,86,277,7.669,11.199,2.56,4.4,3.9
17-6112-50030,"Rosseau, L.",45.1179,-79.5273,07/05/15,8.859,3.439,5.41,21.6,51.799,2.62,3.799,80,0.54,0.874,4.019,4,162,189,6.91,7.9,1.32,3.75,2.3
17-6112-50030,"Rosseau, L.",45.1505,-79.61031,07/05/15,7.86,3.359,5.75,16.6,52.399,2.48,3.5,30,0.515,0.8,4.2,2,194,157,6.839,3.7,1.2,3.95,NA
17-6112-50030,"Rosseau, L.",45.1538,-79.5262,07/05/15,8.08,3.5,5.62,20.3,51.799,2.54,3.899,70,0.545,0.834,4.12,2,192,185,6.95,5.599,1.439,3.7,NA
17-6112-50030,"Rosseau, L.",45.2163,-79.5675,07/05/15,6.849,3.319,5.669,20.8,50.6,2.319,3.299,90,0.465,0.726,4.03,8,256,144,6.83,5.4,1.26,3.95,NA
17-6112-50030,"Rosseau, L.",45.2236,-79.61289,07/05/15,6.849,3.08,5.15,25.899,47.7,2.379,4.099,80,0.49,0.742,3.859,2,216,159,6.79,5.099,1.439,3.85,NA
18-3085-49890,Weslemkoon L.,45.03469,-77.42941,07/05/15,10.699,3.96,0.31,23.199,35.399,3.18,5.299,50,0.485,0.886,0.845,2,74,262,7,8.099,1.159,3,5.8
18-3186-50482,Golden L.,45.57607,-77.36337,11/05/15,50.2,8.679,3.69,27.5,93.2,8.259,6.2,60,1.08,3.31,3.47,22,26,314,7.57,12.8,3.279,4.95,3.6
17-6651-49559,Head L.,44.72568,-78.90718,11/05/15,73.2,22,2.129,18.8,151,17.899,3.6,60,0.455,3.71,2.02,22,12,287,8.13,10.3,1.04,2.649,3.9
18-3351-50535,"Dore, L.",45.61097,-77.12174,12/05/15,86.599,24.5,9.08,18.3,204,21.199,5.9,30,1.28,6.419,6.79,20,4,361,8.08,14.6,1.879,4.849,2.8
18-3511-50603,Muskrat L.,45.66807,-76.90349,12/05/15,133,38,19.1,30.5,331,32.1,7,30,2.39,10.3,14.1,116,112,613,8.259,36.1,2.2,12.4,1.9
15-4470-55367,Canyon L.,50.00186,-93.66206,13/05/15,14.8,4.04,0.26,15.3,37.399,3.839,7,60,0.61,1.23,0.91,12,2,328,7.129,9.599,0.88,1.75,3.3
17-4919-52573,Chrysler L.,47.47416,-81.10281,13/05/15,49.399,14.4,0.28,4.62,104,12.199,1.8,NA,0.245,2.629,0.885,10,2,196,7.639,10.699,1.56,3.899,3.5
15-4115-55351,Cross L.,49.96445,-94.23382,13/05/15,7.089,1.76,0.1,24,21.5,1.86,6.9,90,0.485,0.688,0.755,6,2,265,6.86,6.7,1.159,1.449,2.9
15-3653-55394,Cygnet L.,50.00757,-94.90132,13/05/15,16.399,3.379,0.76,33.2,42.299,4.139,9.199,250,0.81,1.6,1.58,16,2,468,7.179,26,2.18,1.2,2.3
15-4399-55286,Daniels L.,49.92285,-93.82587,13/05/15,7.08,2,0.45,1.05,23.699,2.299,3.5,NA,0.485,0.668,0.65,6,36,176,6.79,3.899,0.28,1.95,6.8
15-4250-55493,Delaney L.,50.10219,-94.04627,13/05/15,14.4,3.58,0.37,5.95,37.6,3.859,3.1,NA,0.565,1.159,1.05,8,2,208,7.049,9.8,0.16,2.149,4.6
15-5124-54968,Dore L.,49.63579,-92.83094,13/05/15,24.199,6.679,2.189,26.3,60.6,5.799,8.8,70,0.83,1.57,2.21,6,2,393,7.25,13.199,0.16,1.399,2.8
15-4606-55329,Edward L.,49.94903,-93.55146,13/05/15,23.1,5.82,0.43,21.899,51.2,5.7,7.799,100,0.69,1.629,1.169,24,2,408,7.21,14.5,0.84,1.2,3.2
17-5046-53895,Frederick House L.,48.63465,-80.93579,13/05/15,40.399,15.4,2.6,108,130,9.56,10.9,440,0.705,3.93,2.799,16,166,439,7.54,26.3,1.5,14.9,0.8
15-5172-54948,Godson L.,49.60558,-92.75523,13/05/15,21.699,6.96,3.069,44.6,60.799,5.259,11.4,150,0.785,1.02,2.549,16,2,491,7.19,18.3,3.16,0.9,1.8
17-4925-52070,Helen L.,47.01711,-81.0991,13/05/15,2.399,1.56,0.17,38.299,19.399,1.439,5.4,230,0.24,0.55,0.685,12,74,220,6.16,8.4,1.82,3.149,1.2
17-4271-53064,Katagi L.,47.91176,-81.982,13/05/15,10.9,4,0.22,107,31.199,3.379,13.199,200,0.185,1.05,0.68,8,62,378,6.769,10.1,3.16,1.75,1.6
16-6239-53245,Katzenbach L.,48.06947,-85.33238,13/05/15,9.97,3.899,0.22,21.5,29.6,2.919,4.5,50,0.18,0.616,0.43,18,150,209,6.879,6.299,0.96,2.399,5
18-3854-50393,Lac des Chats,45.50081,-76.4534,13/05/15,17.8,5.98,1.669,74.7,56.399,4.5,8.099,340,0.715,1.75,2.759,10,136,307,7.21,18.8,2.62,4.25,1.2
18-3662-50545,Lac du Rocher-Fendu,45.66688,-76.71458,13/05/15,17.5,5.66,1.58,73.5,53.299,4.139,7.4,320,0.695,1.659,2.669,8,152,290,7.29,15.8,2.62,4.299,1.5
17-4930-52197,Little Burwash L.,47.13143,-81.09279,13/05/15,4.919,2.64,0.25,39.2,24.899,1.74,5.2,110,0.165,0.626,0.74,8,76,236,6.53,6.9,2.06,3.95,2.3
15-4632-54287,Loonhaunt L.,49.00704,-93.52218,13/05/15,20,6.099,0.26,17,51.5,4.919,5.799,30,0.89,1.409,1.08,12,2,297,7.219,8.599,0.78,3.799,3.4
15-5023-54567,Lower Manitou L.,49.23271,-93.45076,13/05/15,28.699,9.4,0.85,10.8,68.599,7.48,5.799,NA,0.56,1.22,1.429,6,42,243,7.44,6.2,1,2.25,5
17-4529-52150,Lower Muldrew L.,47.09075,-81.61926,13/05/15,5.33,2.58,7.96,102,54.299,1.7,11.3,320,0.28,0.792,5.759,12,54,347,6.349,10.5,2.919,2.95,1.3
17-4372-52874,Makami L.,47.74306,-81.83666,13/05/15,15.9,5.44,0.6,71.2,43.6,4.179,8.4,110,0.255,1.26,1.06,12,76,316,7.08,7.799,2.68,2.299,1.8
17-4340-52773,Mesomikenda L.,47.5896,-81.88268,13/05/15,21.5,7.519,5.419,58.299,71.099,5.339,7.799,70,0.295,1.49,3.839,2,98,261,7.139,5.9,2.52,3.049,2
18-3401-50475,Mink L.,45.5643,-77.05383,13/05/15,146,39.799,15.8,12.9,333,35.799,7.799,NA,1.97,12.8,10.6,20,56,473,8.289,6.7,3.04,8.4,5.3
16-6222-53262,Mishi L.,48.07888,-85.35453,13/05/15,10.699,4.299,0.25,14.8,32,3.08,4.2,NA,0.2,0.67,0.47,8,146,179,6.929,3.899,0.78,2.95,5.5
17-5018-53686,Night Hawk L.,48.46365,-80.92643,13/05/15,29,8.619,0.09,121,60.6,6.62,11.6,430,0.395,2.1,0.695,16,66,416,7.309,23.199,1.639,1.399,0.8
17-4352-52392,Ninth L.,47.30505,-81.85913,13/05/15,10.6,4.54,1.62,142,39.7,3.24,14.5,420,0.315,1.22,1.639,16,72,483,6.7,14.9,3.12,2.25,1.3
15-4557-54838,Populus L.,49.52653,-93.60563,13/05/15,31.199,11,0.16,29.899,68.099,7.719,8.8,40,0.525,0.818,0.715,14,2,366,7.41,8,1.52,1.95,2.7
15-5206-54600,Scattergood L.,49.29802,-92.72852,13/05/15,10.5,3.48,2.98,40.299,40.2,2.56,9.3,70,0.34,0.578,2.549,8,70,324,6.929,7,1.74,1.35,2.5
15-4351-55357,Shrub L.,49.97377,-93.90706,13/05/15,6.75,1.899,0.11,14.199,21.5,1.94,5.799,40,0.48,0.66,0.62,12,38,255,6.799,6.799,0.76,1.399,3.5
15-5149-54725,Upper Manitou L.,49.40039,-92.78515,13/05/15,36.799,10.3,0.55,5.75,80.2,9.179,4.799,NA,0.59,1.48,1.2,6,2,246,7.48,6.5,1.159,2.549,6
15-4943-54343,Vista L.,49.06268,-93.07767,13/05/15,25.699,7.9,0.29,12.8,61,6.54,6.2,NA,0.54,0.882,0.785,10,18,293,7.36,6.599,0.84,2.549,4
15-4512-54200,West Jackfish L.,48.93456,-93.64364,13/05/15,12.1,3.18,0.25,41.1,33.2,3.339,9.599,140,0.745,1.159,1.1,18,4,463,7,19.199,1.8,1.3,2.1
15-4495-55118,Winnange L.,49.74946,-93.69935,13/05/15,9.789,2.68,1.47,6.349,34.899,2.839,3.6,NA,0.57,0.942,1.78,4,66,177,6.929,3.7,0.52,2.45,8.2
16-7046-52151,Adelaide L.,47.05785,-84.30378,14/05/15,7.059,2.919,0.13,13.6,24.5,2.399,2.6,NA,0.18,0.42,0.5,4,272,146,6.79,4.099,1.6,2.25,5.5
17-3280-52990,Borden L.,47.83121,-83.28986,14/05/15,54.5,13,1.31,17.5,114,13.6,5.599,40,0.915,2.69,1.399,10,82,246,7.589,7.2,1.2,2,2.4
17-2822-52479,Caesar L.,47.35828,-83.8807,14/05/15,8.9,3.72,0.15,60.1,27.3,2.5,9.3,80,0.125,0.512,0.595,78,58,408,6.82,6.9,1.659,2,2.9
16-6867-52661,Callahan L.,47.51943,-84.52617,14/05/15,18.899,1.24,0.39,29.8,14.699,1.26,5,90,0.175,0.286,0.595,106,84,336,6.299,5.4,2,1.649,3.9
17-3714-52934,Cree L.,47.77491,-82.7071,14/05/15,59,16.3,0.14,22.3,118,14.3,6.9,50,0.405,3.87,0.75,64,4,507,7.74,23.8,1.12,2.35,1.5
17-2752-51845,Devils L.,46.77906,-83.94394,14/05/15,6.179,2.48,0.09,14.3,24.5,1.919,3.799,NA,0.335,0.578,0.705,4,78,215,6.809,4.2,1.28,3.299,4
16-6735-52992,Ear L.,47.82102,-84.68756,14/05/15,3.25,1.56,0.09,30.6,16.399,1.72,5.4,80,0.28,0.402,0.65,6,86,223,6.4,5.599,1.879,1.899,4.1
17-3354-52393,Flame L.,47.28938,-83.17298,14/05/15,11.6,3.98,2.49,50.799,43,4.379,6.299,120,0.2,0.88,2.52,10,46,251,7.019,6.599,3.56,2.6,1.8
17-2975-52266,Goulais L.,47.15242,-83.66542,14/05/15,6.5,2.859,0.1,106,22.899,2.04,10.6,160,0.145,0.696,0.565,16,64,360,6.61,9.199,2.52,1.95,1.5
15-5293-55287,Gullwing L.,49.92003,-92.56571,14/05/15,60.1,14.3,0.32,34.299,117,14,9.699,70,1.03,3.759,1.58,10,2,375,7.79,24.6,0.32,2.049,2.7
17-3804-53044,Hanson L.,47.87808,-82.59804,14/05/15,42.399,13.1,0.25,37.799,89.2,10.4,7.799,30,0.29,2.339,0.805,10,64,302,7.519,7.599,2.16,2.6,4.5
17-3563-53717,Kapuskasing L.,48.5128,-82.91567,14/05/15,32,8.779,0.68,89.5,68.299,7.66,12.699,140,0.45,2.21,0.89,18,40,414,7.45,12.9,2.04,1.399,1.8
15-5946-55139,Kukukus L.,49.79199,-91.68332,14/05/15,21.199,5.54,0.11,31.3,47.5,5.459,7.799,80,0.65,1.58,1.24,20,2,359,7.24,14.5,0.64,1.149,2.3
17-3730-53082,Little Ridley L.,47.90127,-82.69733,14/05/15,25.399,8.22,0.32,96.2,57.7,6.62,14,80,0.255,2.029,0.72,16,30,540,7.299,10.1,2.12,1.5,1.5
15-5581-55389,Little Vermilion L.,49.99961,-92.20213,14/05/15,79.5,20.6,0.23,16.1,154,19.6,7.4,NA,1.139,4.549,1.59,10,2,341,7.87,13.1,0.96,1.85,2.4
15-5477-54774,Long L.,49.4206,-92.2853,14/05/15,35.5,11.3,0.37,8.759,76.099,8.8,4,NA,0.64,1.11,0.995,8,2,228,7.459,7.799,1.36,2.6,5
16-7153-52806,McEwen L.,47.64869,-84.13359,14/05/15,5.599,2.339,0.16,31.5,21.3,2.04,5.2,70,0.215,0.52,0.685,2,64,233,6.54,6,2.2,2.299,4
17-3202-52877,McLennan L.,47.72325,-83.39572,14/05/15,23.5,7.5,0.18,27.6,51,5.759,6.799,50,0.4,1.28,0.48,20,12,362,7.259,14.4,0.5,1.399,2.9
17-3090-52347,Megisan L.,47.25183,-83.52472,14/05/15,11.6,4.12,0.2,66.5,33.399,3.319,9.3,90,0.175,0.988,0.705,8,88,297,6.889,5.9,2.2,2.45,2.1
17-3426-53189,Nemegosenda L.,48.03184,-83.09516,14/05/15,63.299,17.399,1.35,53.299,131,15.699,9.8,50,0.995,3.66,1.52,2,108,318,7.769,6.099,2.779,2.5,3.4
15-6300-55346,Penassi L.,49.95192,-91.18376,14/05/15,19.399,6.179,0.15,53.1,46,5.019,10.5,80,0.53,1.36,0.82,10,46,362,7.139,10.9,0.96,1.149,2.2
16-6829-52763,Radium L.,47.61479,-84.57544,14/05/15,3.69,1.54,0.1,28.3,16.399,1.5,4.5,80,0.23,0.334,0.615,46,90,239,6.4,6.7,2.24,2.149,3.5
